"date","geography","geography code","Sex: All persons; Age: All categories: Age; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: All persons; Age: All categories: Age; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: All persons; Age: All categories: Age; Marital Status: Married; measures: Value","Sex: All persons; Age: All categories: Age; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: All persons; Age: All categories: Age; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: All persons; Age: All categories: Age; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: All persons; Age: All categories: Age; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 24 and under; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: All persons; Age: Age 24 and under; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 24 and under; Marital Status: Married; measures: Value","Sex: All persons; Age: Age 24 and under; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 24 and under; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 24 and under; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: All persons; Age: Age 24 and under; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 25 to 34; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: All persons; Age: Age 25 to 34; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 25 to 34; Marital Status: Married; measures: Value","Sex: All persons; Age: Age 25 to 34; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 25 to 34; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 25 to 34; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: All persons; Age: Age 25 to 34; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 35 to 49; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: All persons; Age: Age 35 to 49; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 35 to 49; Marital Status: Married; measures: Value","Sex: All persons; Age: Age 35 to 49; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 35 to 49; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 35 to 49; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: All persons; Age: Age 35 to 49; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 50 to 64; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: All persons; Age: Age 50 to 64; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 50 to 64; Marital Status: Married; measures: Value","Sex: All persons; Age: Age 50 to 64; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 50 to 64; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 50 to 64; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: All persons; Age: Age 50 to 64; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 65 and over; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: All persons; Age: Age 65 and over; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 65 and over; Marital Status: Married; measures: Value","Sex: All persons; Age: Age 65 and over; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: All persons; Age: Age 65 and over; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: All persons; Age: Age 65 and over; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: All persons; Age: Age 65 and over; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Males; Age: All categories: Age; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Males; Age: All categories: Age; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Males; Age: All categories: Age; Marital Status: Married; measures: Value","Sex: Males; Age: All categories: Age; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Males; Age: All categories: Age; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Males; Age: All categories: Age; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Males; Age: All categories: Age; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Males; Age: Age 24 and under; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Males; Age: Age 24 and under; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 24 and under; Marital Status: Married; measures: Value","Sex: Males; Age: Age 24 and under; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Males; Age: Age 24 and under; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 24 and under; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Males; Age: Age 24 and under; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Males; Age: Age 25 to 34; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Males; Age: Age 25 to 34; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 25 to 34; Marital Status: Married; measures: Value","Sex: Males; Age: Age 25 to 34; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Males; Age: Age 25 to 34; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 25 to 34; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Males; Age: Age 25 to 34; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Males; Age: Age 35 to 49; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Males; Age: Age 35 to 49; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 35 to 49; Marital Status: Married; measures: Value","Sex: Males; Age: Age 35 to 49; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Males; Age: Age 35 to 49; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 35 to 49; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Males; Age: Age 35 to 49; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Males; Age: Age 50 to 64; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Males; Age: Age 50 to 64; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 50 to 64; Marital Status: Married; measures: Value","Sex: Males; Age: Age 50 to 64; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Males; Age: Age 50 to 64; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 50 to 64; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Males; Age: Age 50 to 64; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Males; Age: Age 65 and over; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Males; Age: Age 65 and over; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 65 and over; Marital Status: Married; measures: Value","Sex: Males; Age: Age 65 and over; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Males; Age: Age 65 and over; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Males; Age: Age 65 and over; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Males; Age: Age 65 and over; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Females; Age: All categories: Age; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Females; Age: All categories: Age; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Females; Age: All categories: Age; Marital Status: Married; measures: Value","Sex: Females; Age: All categories: Age; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Females; Age: All categories: Age; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Females; Age: All categories: Age; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Females; Age: All categories: Age; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Females; Age: Age 24 and under; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Females; Age: Age 24 and under; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 24 and under; Marital Status: Married; measures: Value","Sex: Females; Age: Age 24 and under; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Females; Age: Age 24 and under; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 24 and under; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Females; Age: Age 24 and under; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Females; Age: Age 25 to 34; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Females; Age: Age 25 to 34; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 25 to 34; Marital Status: Married; measures: Value","Sex: Females; Age: Age 25 to 34; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Females; Age: Age 25 to 34; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 25 to 34; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Females; Age: Age 25 to 34; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Females; Age: Age 35 to 49; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Females; Age: Age 35 to 49; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 35 to 49; Marital Status: Married; measures: Value","Sex: Females; Age: Age 35 to 49; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Females; Age: Age 35 to 49; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 35 to 49; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Females; Age: Age 35 to 49; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Females; Age: Age 50 to 64; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Females; Age: Age 50 to 64; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 50 to 64; Marital Status: Married; measures: Value","Sex: Females; Age: Age 50 to 64; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Females; Age: Age 50 to 64; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 50 to 64; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Females; Age: Age 50 to 64; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value","Sex: Females; Age: Age 65 and over; Marital Status: All categories: Marital and civil partnership status; measures: Value","Sex: Females; Age: Age 65 and over; Marital Status: Single (never married or never registered a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 65 and over; Marital Status: Married; measures: Value","Sex: Females; Age: Age 65 and over; Marital Status: In a registered same-sex civil partnership; measures: Value","Sex: Females; Age: Age 65 and over; Marital Status: Separated (but still legally married or still legally in a same-sex civil partnership); measures: Value","Sex: Females; Age: Age 65 and over; Marital Status: Divorced or formerly in a same-sex civil partnership which is now legally dissolved; measures: Value","Sex: Females; Age: Age 65 and over; Marital Status: Widowed or surviving partner from a same-sex civil partnership; measures: Value"
"2011","North East","E12000001",1129935,290248,485534,1935,45639,162377,144202,47161,44847,1555,84,423,180,72,151466,102017,37169,387,5972,5618,303,314719,90706,143037,833,21205,55520,3418,310863,33591,173611,478,13583,70033,19567,305726,19087,130162,153,4456,31026,120842,654684,158936,370290,1056,18934,69783,35685,20644,19467,1005,37,55,59,21,88300,56189,28006,217,1756,2029,103,195114,51531,110868,444,8231,23034,1006,191806,20953,127084,258,6485,31510,5516,158820,10796,103327,100,2407,13151,29039,475251,131312,115244,879,26705,92594,108517,26517,25380,550,47,368,121,51,63166,45828,9163,170,4216,3589,200,119605,39175,32169,389,12974,32486,2412,119057,12638,46527,220,7098,38523,14051,146906,8291,26835,53,2049,17875,91803
"2011","North West","E12000002",3009549,811967,1273945,5552,125558,428866,363661,114686,108435,4360,192,1064,440,195,419188,280534,106857,932,15821,14117,927,878138,275147,390423,2447,57614,142738,9769,810290,97627,437718,1483,38533,184113,50816,787247,50224,334587,498,12526,87458,301954,1760243,448742,977659,3090,52387,188136,90229,50222,47107,2627,100,179,132,77,248508,156359,81636,504,4566,5127,316,550467,156526,307811,1293,22240,59804,2793,505277,61911,323691,862,18605,85816,14392,405769,26839,261894,331,6797,37257,72651,1249306,363225,296286,2462,73171,240730,273432,64464,61328,1733,92,885,308,118,170680,124175,25221,428,11255,8990,611,327671,118621,82612,1154,35374,82934,6976,305013,35716,114027,621,19928,98297,36424,381478,23385,72693,167,5729,50201,229303
"2011","Yorkshire and The Humber","E12000003",2224059,560338,993278,4196,88935,314833,262479,95513,89385,4380,183,957,450,158,314454,197973,90283,708,12529,12209,752,643234,179093,303715,1802,42236,109804,6584,587528,61622,335375,1105,25282,130214,33930,583330,32265,259525,398,7931,62156,221055,1338200,320477,774209,2159,38323,140886,62146,44491,41093,2926,102,164,140,66,195028,115092,70906,392,3860,4540,238,419982,107698,243518,855,17565,48396,1950,375172,39393,251537,583,12479,61861,9319,303527,17201,205322,227,4255,25949,50573,885859,239861,219069,2037,50612,173947,200333,51022,48292,1454,81,793,310,92,119426,82881,19377,316,8669,7669,514,223252,71395,60197,947,24671,61408,4634,212356,22229,83838,522,12803,68353,24611,279803,15064,54203,171,3676,36207,170482
"2011","East Midlands","E12000004",1895604,439967,888118,3550,77101,265191,221677,70890,66464,3222,123,673,278,130,248931,153797,73886,594,10088,9989,577,553951,143388,271280,1505,37868,94145,5765,515265,50926,302192,1004,21997,109747,29399,506567,25392,237538,324,6475,51032,185806,1165677,256853,699445,1932,33857,120281,53309,33345,30938,2110,69,102,84,42,156232,91019,57918,307,3054,3758,176,366358,87214,219360,779,15944,41477,1584,336218,33121,230353,572,11182,52946,8044,273524,14561,189704,205,3575,22016,43463,729927,183114,188673,1618,43244,144910,168368,37545,35526,1112,54,571,194,88,92699,62778,15968,287,7034,6231,401,187593,56174,51920,726,21924,52668,4181,179047,17805,71839,432,10815,56801,21355,233043,10831,47834,119,2900,29016,142343
"2011","West Midlands","E12000005",2294909,558172,1054913,3589,93306,308483,276446,84228,77940,4496,138,1110,389,155,310599,189365,95195,581,12949,11761,748,673002,185180,326761,1541,44792,107362,7366,604660,68203,347362,951,26045,125571,36528,622420,37484,281099,378,8410,63400,231649,1385840,316231,826726,2059,39005,136797,65022,38734,35367,2959,70,161,104,73,190188,108069,73903,336,3668,4006,206,438178,108271,263695,837,17734,45648,1993,389657,43383,263752,558,12849,59529,9586,329083,21141,222417,258,4593,27510,53164,909069,241941,228187,1530,54301,171686,211424,45494,42573,1537,68,949,285,82,120411,81296,21292,245,9281,7755,542,234824,76909,63066,704,27058,61714,5373,215003,24820,83610,393,13196,66042,26942,293337,16343,58682,120,3817,35890,178485
"2011","East","E12000006",2423035,531422,1173606,4305,94813,339073,279816,67834,62220,4233,133,778,371,99,314941,186494,103385,647,11725,12076,614,713442,181314,364321,1785,45062,114151,6809,656460,66457,385964,1246,28233,140437,34123,670358,34937,315703,494,9015,72038,238171,1505730,312383,936300,2402,40853,148505,65287,32924,29602,2941,81,130,130,40,201606,111147,81799,365,3549,4564,182,482400,110683,301543,901,18299,49065,1909,428038,42532,297315,746,13941,64634,8870,360762,18419,252702,309,4934,30112,54286,917305,219039,237306,1903,53960,190568,214529,34910,32618,1292,52,648,241,59,113335,75347,21586,282,8176,7512,432,231042,70631,62778,884,26763,65086,4900,228422,23925,88649,500,14292,75803,25253,309596,16518,63001,185,4081,41926,183885
"2011","London","E12000007",3266173,1172385,1265459,13710,164905,384807,264907,127881,117586,7514,173,1643,689,276,670869,431014,191061,2408,24518,20494,1374,1105685,399699,481506,6484,76769,129745,11482,754672,152176,360769,3506,45302,150615,42304,607066,71910,224609,1139,16673,83264,209471,1859697,606811,975266,10481,60644,150348,56147,53353,49121,3696,107,180,147,102,387079,231984,140585,1788,5885,6402,435,675270,208859,383462,5038,26289,49082,2540,444520,80912,270749,2642,19747,61461,9009,299475,35935,176774,906,8543,33256,44061,1406476,565574,290193,3229,104261,234459,208760,74528,68465,3818,66,1463,542,174,283790,199030,50476,620,18633,14092,939,430415,190840,98044,1446,50480,80663,8942,310152,71264,90020,864,25555,89154,33295,307591,35975,47835,233,8130,50008,165410
"2011","South East","E12000008",3555463,804162,1709769,8220,139837,494743,398732,105303,97739,5722,181,1020,452,189,455279,271557,148627,1077,16681,16421,916,1063897,273743,548484,3684,65572,162314,10100,967818,104162,562837,2346,42727,206302,49444,963166,56961,444099,932,13837,109254,338083,2186567,464560,1354179,4777,60385,212167,90499,50190,45927,3795,107,141,148,72,287815,159757,116314,562,4849,6043,290,716837,165399,451118,2024,26731,68626,2939,624990,65465,430846,1433,21231,93235,12780,506735,28012,352106,651,7433,44115,74418,1368896,339602,355590,3443,79452,282576,308233,55113,51812,1927,74,879,304,117,167464,111800,32313,515,11832,10378,626,347060,108344,97366,1660,38841,93688,7161,342828,38697,131991,913,21496,113067,36664,456431,28949,91993,281,6404,65139,263665
"2011","South West","E12000009",2264641,510928,1062977,4849,80409,332790,272688,77478,72355,3789,120,782,320,112,272531,169521,81189,626,9789,10864,542,617583,164171,303611,1983,36824,105276,5718,621205,65886,357260,1465,24416,140413,31765,675844,38995,317128,655,8598,75917,234551,1383103,299604,838254,2698,35069,145598,61880,38276,35298,2660,57,125,100,36,174379,102419,64374,318,3009,4074,185,412624,101042,248640,1032,15170,45099,1641,398677,41504,271237,838,12044,64641,8413,359147,19341,251343,453,4721,31684,51605,881538,211324,224723,2151,45340,187192,210808,39202,37057,1129,63,657,220,76,98152,67102,16815,308,6780,6790,357,204959,63129,54971,951,21654,60177,4077,222528,24382,86023,627,12372,75772,23352,316697,19654,65785,202,3877,44233,182946
"2011","Wales","W92000004",1302676,313638,581598,2304,44040,192706,168390,49541,46759,1940,91,463,210,78,164803,108434,43146,374,5779,6698,372,355532,98560,166466,990,20397,65108,4011,356936,37395,203073,595,12961,80987,21925,375864,22490,166973,254,4440,39703,142004,765939,175609,446051,1298,18475,83821,40685,22179,20703,1258,42,77,69,30,98747,61274,33123,206,1682,2338,124,224884,57691,130516,536,7942,27003,1196,221833,23562,148732,357,6273,36980,5929,198296,12379,132422,157,2501,17431,33406,536737,138029,135547,1006,25565,108885,127705,27362,26056,682,49,386,141,48,66056,47160,10023,168,4097,4360,248,130648,40869,35950,454,12455,38105,2815,135103,13833,54341,238,6688,44007,15996,177568,10111,34551,97,1939,22272,108598
